year, month, day, date_decimal, ppm
1974, 5, 19, 1974.3795, 333.34
1974, 5, 26, 1974.3986, 332.95
1974, 6, 2, 1974.4178, 332.32
1974, 6, 9, 1974.4370, 332.18
1974, 6, 16, 1974.4562, 332.37
1974, 6, 23, 1974.4753, 331.59
1974, 6, 30, 1974.4945, 331.68
1974, 7, 7, 1974.5137, 331.44
1974, 7, 14, 1974.5329, 330.85
1974, 7, 21, 1974.5521, 330.76
1974, 7, 28, 1974.5712, 329.80
1974, 8, 4, 1974.5904, 329.85
1974, 8, 11, 1974.6096, 329.05
1974, 8, 18, 1974.6288, 329.06
1974, 8, 25, 1974.6479, 328.33
1974, 9, 1, 1974.6671, 328.05
1974, 9, 8, 1974.6863, 327.57
1974, 9, 15, 1974.7055, 326.73
1974, 9, 22, 1974.7247, 326.96
1974, 9, 29, 1974.7438, 327.31
1974, 10, 6, 1974.7630, 327.07
1974, 10, 13, 1974.7822, 327.23
1974, 10, 20, 1974.8014, 327.40
1974, 10, 27, 1974.8205, 327.64
1974, 11, 3, 1974.8397, 327.80
1974, 11, 10, 1974.8589, 328.50
1974, 11, 17, 1974.8781, 328.56
1974, 11, 24, 1974.8973, 328.46
1974, 12, 1, 1974.9164, 328.76
1974, 12, 8, 1974.9356, 329.39
1974, 12, 15, 1974.9548, 329.77
1974, 12, 22, 1974.9740, 329.96
1974, 12, 29, 1974.9932, 330.38
1975, 1, 5, 1975.0123, 330.43
1975, 1, 12, 1975.0315, 330.59
1975, 1, 19, 1975.0507, 330.80
1975, 1, 26, 1975.0699, 331.22
1975, 2, 2, 1975.0890, 331.64
1975, 2, 9, 1975.1082, 331.12
1975, 2, 16, 1975.1274, 331.41
1975, 2, 23, 1975.1466, 331.96
1975, 3, 2, 1975.1658, 331.73
1975, 3, 9, 1975.1849, 331.61
1975, 3, 16, 1975.2041, 332.11
1975, 3, 23, 1975.2233, 331.86
1975, 3, 30, 1975.2425, 333.30
1975, 4, 6, 1975.2616, 332.79
1975, 4, 13, 1975.2808, 333.31
1975, 4, 20, 1975.3000, 333.39
1975, 4, 27, 1975.3192, 333.49
1975, 5, 4, 1975.3384, 333.94
1975, 5, 11, 1975.3575, 334.25
1975, 5, 18, 1975.3767, 333.45
1975, 5, 25, 1975.3959, 334.00
1975, 6, 1, 1975.4151, 333.96
1975, 6, 8, 1975.4342, 333.32
1975, 6, 15, 1975.4534, 333.22
1975, 6, 22, 1975.4726, 333.47
1975, 6, 29, 1975.4918, 333.01
1975, 7, 6, 1975.5110, 332.32
1975, 7, 13, 1975.5301, 331.83
1975, 7, 20, 1975.5493, 331.36
1975, 7, 27, 1975.5685, 331.21
1975, 8, 3, 1975.5877, 331.01
1975, 8, 10, 1975.6068, 330.38
1975, 8, 17, 1975.6260, 329.48
1975, 8, 24, 1975.6452, 328.73
1975, 8, 31, 1975.6644, 329.24
1975, 9, 7, 1975.6836, 329.42
1975, 9, 14, 1975.7027, 327.95
1975, 9, 21, 1975.7219, 327.96
1975, 9, 28, 1975.7411, 327.97
1975, 10, 5, 1975.7603, -999.99
1975, 10, 12, 1975.7795, 328.35
1975, 10, 19, 1975.7986, 328.63
1975, 10, 26, 1975.8178, 328.80
1975, 11, 2, 1975.8370, 329.03
1975, 11, 9, 1975.8562, 329.01
1975, 11, 16, 1975.8753, 329.25
1975, 11, 23, 1975.8945, 330.18
1975, 11, 30, 1975.9137, 329.72
1975, 12, 7, 1975.9329, -999.99
1975, 12, 14, 1975.9521, -999.99
1975, 12, 21, 1975.9712, -999.99
1975, 12, 28, 1975.9904, -999.99
1976, 1, 4, 1976.0096, 331.33
1976, 1, 11, 1976.0287, 331.62
1976, 1, 18, 1976.0478, 331.66
1976, 1, 25, 1976.0669, 331.87
1976, 2, 1, 1976.0861, 332.45
1976, 2, 8, 1976.1052, 332.51
1976, 2, 15, 1976.1243, 332.64
1976, 2, 22, 1976.1434, 333.49
1976, 2, 29, 1976.1626, 332.43
1976, 3, 7, 1976.1817, 332.99
1976, 3, 14, 1976.2008, 333.56
1976, 3, 21, 1976.2199, 334.15
1976, 3, 28, 1976.2391, 334.67
1976, 4, 4, 1976.2582, 335.06
1976, 4, 11, 1976.2773, 333.65
1976, 4, 18, 1976.2964, 334.50
1976, 4, 25, 1976.3156, 334.93
1976, 5, 2, 1976.3347, 334.17
1976, 5, 9, 1976.3538, 334.33
1976, 5, 16, 1976.3730, 335.29
1976, 5, 23, 1976.3921, 335.38
1976, 5, 30, 1976.4112, 334.43
1976, 6, 6, 1976.4303, 334.25
1976, 6, 13, 1976.4495, 334.18
1976, 6, 20, 1976.4686, 334.02
1976, 6, 27, 1976.4877, -999.99
1976, 7, 4, 1976.5068, 333.59
1976, 7, 11, 1976.5260, 333.48
1976, 7, 18, 1976.5451, 332.41
1976, 7, 25, 1976.5642, 332.24
1976, 8, 1, 1976.5833, 331.69
1976, 8, 8, 1976.6025, 330.70
1976, 8, 15, 1976.6216, 330.44
1976, 8, 22, 1976.6407, 330.23
1976, 8, 29, 1976.6598, 330.43
1976, 9, 5, 1976.6790, 329.54
1976, 9, 12, 1976.6981, 329.54
1976, 9, 19, 1976.7172, 328.58
1976, 9, 26, 1976.7363, 328.03
1976, 10, 3, 1976.7555, 328.55
1976, 10, 10, 1976.7746, 328.54
1976, 10, 17, 1976.7937, 329.27
1976, 10, 24, 1976.8128, 328.77
1976, 10, 31, 1976.8320, 329.32
1976, 11, 7, 1976.8511, 330.46
1976, 11, 14, 1976.8702, 330.17
1976, 11, 21, 1976.8893, 330.55
1976, 11, 28, 1976.9085, 330.68
1976, 12, 5, 1976.9276, 331.19
1976, 12, 12, 1976.9467, 332.39
1976, 12, 19, 1976.9658, 331.70
1976, 12, 26, 1976.9850, 332.39
1977, 1, 2, 1977.0041, 332.29
1977, 1, 9, 1977.0233, 332.49
1977, 1, 16, 1977.0425, 332.88
1977, 1, 23, 1977.0616, 332.98
1977, 1, 30, 1977.0808, 332.93
1977, 2, 6, 1977.1000, 333.21
1977, 2, 13, 1977.1192, 333.15
1977, 2, 20, 1977.1384, 333.09
1977, 2, 27, 1977.1575, 334.34
1977, 3, 6, 1977.1767, 334.27
1977, 3, 13, 1977.1959, 335.18
1977, 3, 20, 1977.2151, 335.32
1977, 3, 27, 1977.2342, 335.16
1977, 4, 3, 1977.2534, 335.96
1977, 4, 10, 1977.2726, 335.85
1977, 4, 17, 1977.2918, 336.30
1977, 4, 24, 1977.3110, 336.58
1977, 5, 1, 1977.3301, 337.00
1977, 5, 8, 1977.3493, 336.58
1977, 5, 15, 1977.3685, 337.14
1977, 5, 22, 1977.3877, 336.97
1977, 5, 29, 1977.4068, 336.63
1977, 6, 5, 1977.4260, 336.12
1977, 6, 12, 1977.4452, 336.01
1977, 6, 19, 1977.4644, 336.34
1977, 6, 26, 1977.4836, 335.74
1977, 7, 3, 1977.5027, 335.46
1977, 7, 10, 1977.5219, 335.23
1977, 7, 17, 1977.5411, 334.59
1977, 7, 24, 1977.5603, 334.09
1977, 7, 31, 1977.5795, 333.42
1977, 8, 7, 1977.5986, 332.54
1977, 8, 14, 1977.6178, 332.84
1977, 8, 21, 1977.6370, 331.82
1977, 8, 28, 1977.6562, 332.25
1977, 9, 4, 1977.6753, 331.18
1977, 9, 11, 1977.6945, 331.49
1977, 9, 18, 1977.7137, 330.94
1977, 9, 25, 1977.7329, 330.92
1977, 10, 2, 1977.7521, 330.93
1977, 10, 9, 1977.7712, 331.54
1977, 10, 16, 1977.7904, 331.27
1977, 10, 23, 1977.8096, 331.36
1977, 10, 30, 1977.8288, 331.87
1977, 11, 6, 1977.8479, 332.08
1977, 11, 13, 1977.8671, 332.53
1977, 11, 20, 1977.8863, 332.92
1977, 11, 27, 1977.9055, 332.65
1977, 12, 4, 1977.9247, 333.34
1977, 12, 11, 1977.9438, 333.40
1977, 12, 18, 1977.9630, 334.03
1977, 12, 25, 1977.9822, 333.99
1978, 1, 1, 1978.0014, 334.66
1978, 1, 8, 1978.0205, 334.56
1978, 1, 15, 1978.0397, 334.94
1978, 1, 22, 1978.0589, 335.68
1978, 1, 29, 1978.0781, 335.23
1978, 2, 5, 1978.0973, 334.74
1978, 2, 12, 1978.1164, 335.27
1978, 2, 19, 1978.1356, 335.50
1978, 2, 26, 1978.1548, 335.95
1978, 3, 5, 1978.1740, 336.06
1978, 3, 12, 1978.1932, 336.73
1978, 3, 19, 1978.2123, 336.91
1978, 3, 26, 1978.2315, 337.29
1978, 4, 2, 1978.2507, 337.33
1978, 4, 9, 1978.2699, 338.00
1978, 4, 16, 1978.2890, 337.62
1978, 4, 23, 1978.3082, 337.87
1978, 4, 30, 1978.3274, 338.27
1978, 5, 7, 1978.3466, 338.04
1978, 5, 14, 1978.3658, 337.89
1978, 5, 21, 1978.3849, 337.79
1978, 5, 28, 1978.4041, 338.44
1978, 6, 4, 1978.4233, 338.46
1978, 6, 11, 1978.4425, 338.12
1978, 6, 18, 1978.4616, 337.62
1978, 6, 25, 1978.4808, 337.47
1978, 7, 2, 1978.5000, 336.55
1978, 7, 9, 1978.5192, 336.79
1978, 7, 16, 1978.5384, 336.34
1978, 7, 23, 1978.5575, 335.74
1978, 7, 30, 1978.5767, 335.43
1978, 8, 6, 1978.5959, 334.64
1978, 8, 13, 1978.6151, 334.69
1978, 8, 20, 1978.6342, 334.21
1978, 8, 27, 1978.6534, 333.78
1978, 9, 3, 1978.6726, 332.81
1978, 9, 10, 1978.6918, 331.86
1978, 9, 17, 1978.7110, 331.75
1978, 9, 24, 1978.7301, 332.81
1978, 10, 1, 1978.7493, 332.21
1978, 10, 8, 1978.7685, 331.85
1978, 10, 15, 1978.7877, 332.66
1978, 10, 22, 1978.8068, 332.77
1978, 10, 29, 1978.8260, 333.22
1978, 11, 5, 1978.8452, 333.57
1978, 11, 12, 1978.8644, 333.60
1978, 11, 19, 1978.8836, 334.12
1978, 11, 26, 1978.9027, 334.10
1978, 12, 3, 1978.9219, 334.46
1978, 12, 10, 1978.9411, 334.96
1978, 12, 17, 1978.9603, 335.20
1978, 12, 24, 1978.9795, 335.07
1978, 12, 31, 1978.9986, 335.20
1979, 1, 7, 1979.0178, 335.48
1979, 1, 14, 1979.0370, 336.64
1979, 1, 21, 1979.0562, 336.93
1979, 1, 28, 1979.0753, 337.02
1979, 2, 4, 1979.0945, 336.61
1979, 2, 11, 1979.1137, 336.52
1979, 2, 18, 1979.1329, 336.76
1979, 2, 25, 1979.1521, 336.97
1979, 3, 4, 1979.1712, 337.93
1979, 3, 11, 1979.1904, 338.10
1979, 3, 18, 1979.2096, 338.65
1979, 3, 25, 1979.2288, 338.97
1979, 4, 1, 1979.2479, 338.87
1979, 4, 8, 1979.2671, 338.78
1979, 4, 15, 1979.2863, 338.77
1979, 4, 22, 1979.3055, 339.38
1979, 4, 29, 1979.3247, 339.56
1979, 5, 6, 1979.3438, 338.60
1979, 5, 13, 1979.3630, 339.19
1979, 5, 20, 1979.3822, -999.99
1979, 5, 27, 1979.4014, 339.80
1979, 6, 3, 1979.4205, 339.74
1979, 6, 10, 1979.4397, 339.03
1979, 6, 17, 1979.4589, 339.13
1979, 6, 24, 1979.4781, 338.92
1979, 7, 1, 1979.4973, 338.14
1979, 7, 8, 1979.5164, 337.70
1979, 7, 15, 1979.5356, 337.91
1979, 7, 22, 1979.5548, 336.67
1979, 7, 29, 1979.5740, 336.84
1979, 8, 5, 1979.5932, 336.35
1979, 8, 12, 1979.6123, 336.18
1979, 8, 19, 1979.6315, 334.81
1979, 8, 26, 1979.6507, 335.25
1979, 9, 2, 1979.6699, 333.74
1979, 9, 9, 1979.6890, 334.40
1979, 9, 16, 1979.7082, 333.61
1979, 9, 23, 1979.7274, 333.61
1979, 9, 30, 1979.7466, 334.10
1979, 10, 7, 1979.7658, 334.53
1979, 10, 14, 1979.7849, 334.09
1979, 10, 21, 1979.8041, 334.12
1979, 10, 28, 1979.8233, 334.54
1979, 11, 4, 1979.8425, 334.80
1979, 11, 11, 1979.8616, 335.34
1979, 11, 18, 1979.8808, 335.63
1979, 11, 25, 1979.9000, 335.88
1979, 12, 2, 1979.9192, 336.39
1979, 12, 9, 1979.9384, 336.72
1979, 12, 16, 1979.9575, 337.01
1979, 12, 23, 1979.9767, 337.18
1979, 12, 30, 1979.9959, 337.53
1980, 1, 6, 1980.0150, 337.40
1980, 1, 13, 1980.0342, 337.71
1980, 1, 20, 1980.0533, 338.65
1980, 1, 27, 1980.0724, 337.89
1980, 2, 3, 1980.0915, 338.47
1980, 2, 10, 1980.1107, 338.19
1980, 2, 17, 1980.1298, 338.35
1980, 2, 24, 1980.1489, 338.91
1980, 3, 2, 1980.1680, 339.51
1980, 3, 9, 1980.1872, 339.83
1980, 3, 16, 1980.2063, 339.51
1980, 3, 23, 1980.2254, 340.84
1980, 3, 30, 1980.2445, 340.64
1980, 4, 6, 1980.2637, 340.76
1980, 4, 13, 1980.2828, 340.98
1980, 4, 20, 1980.3019, 341.15
1980, 4, 27, 1980.3210, 341.35
1980, 5, 4, 1980.3402, 341.39
1980, 5, 11, 1980.3593, 341.71
1980, 5, 18, 1980.3784, 341.45
1980, 5, 25, 1980.3975, 341.32
1980, 6, 1, 1980.4167, 341.64
1980, 6, 8, 1980.4358, 341.61
1980, 6, 15, 1980.4549, 341.50
1980, 6, 22, 1980.4740, 340.76
1980, 6, 29, 1980.4932, 340.40
1980, 7, 6, 1980.5123, 339.42
1980, 7, 13, 1980.5314, 339.31
1980, 7, 20, 1980.5505, 338.77
1980, 7, 27, 1980.5697, 338.81
1980, 8, 3, 1980.5888, 336.78
1980, 8, 10, 1980.6079, 338.07
1980, 8, 17, 1980.6270, 338.36
1980, 8, 24, 1980.6462, 337.21
1980, 8, 31, 1980.6653, 336.90
1980, 9, 7, 1980.6844, 336.24
1980, 9, 14, 1980.7036, 336.24
1980, 9, 21, 1980.7227, 335.36
1980, 9, 28, 1980.7418, 335.99
1980, 10, 5, 1980.7609, 335.72
1980, 10, 12, 1980.7801, 336.11
1980, 10, 19, 1980.7992, 336.51
1980, 10, 26, 1980.8183, 336.69
1980, 11, 2, 1980.8374, 336.97
1980, 11, 9, 1980.8566, 337.49
1980, 11, 16, 1980.8757, 337.20
1980, 11, 23, 1980.8948, 337.64
1980, 11, 30, 1980.9139, 337.88
1980, 12, 7, 1980.9331, 338.11
1980, 12, 14, 1980.9522, 338.50
1980, 12, 21, 1980.9713, 338.52
1980, 12, 28, 1980.9904, 338.60
1981, 1, 4, 1981.0096, 339.12
1981, 1, 11, 1981.0288, 339.25
1981, 1, 18, 1981.0479, 339.55
1981, 1, 25, 1981.0671, 339.67
1981, 2, 1, 1981.0863, 339.89
1981, 2, 8, 1981.1055, 340.70
1981, 2, 15, 1981.1247, 340.18
1981, 2, 22, 1981.1438, 341.34
1981, 3, 1, 1981.1630, 341.23
1981, 3, 8, 1981.1822, 340.97
1981, 3, 15, 1981.2014, 341.53
1981, 3, 22, 1981.2205, 342.49
1981, 3, 29, 1981.2397, 342.23
1981, 4, 5, 1981.2589, 342.62
1981, 4, 12, 1981.2781, 342.80
1981, 4, 19, 1981.2973, 342.54
1981, 4, 26, 1981.3164, 342.71
1981, 5, 3, 1981.3356, 343.08
1981, 5, 10, 1981.3548, 343.04
1981, 5, 17, 1981.3740, 342.95
1981, 5, 24, 1981.3932, 343.00
1981, 5, 31, 1981.4123, 342.87
1981, 6, 7, 1981.4315, 342.83
1981, 6, 14, 1981.4507, 342.40
1981, 6, 21, 1981.4699, 342.19
1981, 6, 28, 1981.4890, 341.71
1981, 7, 5, 1981.5082, 341.30
1981, 7, 12, 1981.5274, 340.54
1981, 7, 19, 1981.5466, 340.72
1981, 7, 26, 1981.5658, 340.05
1981, 8, 2, 1981.5849, 339.30
1981, 8, 9, 1981.6041, 338.98
1981, 8, 16, 1981.6233, 338.18
1981, 8, 23, 1981.6425, 337.25
1981, 8, 30, 1981.6616, 337.60
1981, 9, 6, 1981.6808, 337.10
1981, 9, 13, 1981.7000, 336.92
1981, 9, 20, 1981.7192, 336.84
1981, 9, 27, 1981.7384, 336.24
1981, 10, 4, 1981.7575, 336.66
1981, 10, 11, 1981.7767, 337.11
1981, 10, 18, 1981.7959, 337.22
1981, 10, 25, 1981.8151, 337.68
1981, 11, 1, 1981.8342, 338.13
1981, 11, 8, 1981.8534, 338.29
1981, 11, 15, 1981.8726, 338.43
1981, 11, 22, 1981.8918, 339.23
1981, 11, 29, 1981.9110, 339.72
1981, 12, 6, 1981.9301, 339.70
1981, 12, 13, 1981.9493, 339.64
1981, 12, 20, 1981.9685, 340.03
1981, 12, 27, 1981.9877, 340.51
1982, 1, 3, 1982.0068, 340.59
1982, 1, 10, 1982.0260, 340.75
1982, 1, 17, 1982.0452, 340.80
1982, 1, 24, 1982.0644, 341.64
1982, 1, 31, 1982.0836, 341.77
1982, 2, 7, 1982.1027, 341.58
1982, 2, 14, 1982.1219, 341.34
1982, 2, 21, 1982.1411, 341.97
1982, 2, 28, 1982.1603, 342.71
1982, 3, 7, 1982.1795, 342.47
1982, 3, 14, 1982.1986, 342.71
1982, 3, 21, 1982.2178, -999.99
1982, 3, 28, 1982.2370, 342.84
1982, 4, 4, 1982.2562, 343.37
1982, 4, 11, 1982.2753, -999.99
1982, 4, 18, 1982.2945, -999.99
1982, 4, 25, 1982.3137, 344.91
1982, 5, 2, 1982.3329, 344.24
1982, 5, 9, 1982.3521, 344.81
1982, 5, 16, 1982.3712, 344.67
1982, 5, 23, 1982.3904, 344.81
1982, 5, 30, 1982.4096, 343.96
1982, 6, 6, 1982.4288, 344.05
1982, 6, 13, 1982.4479, 344.07
1982, 6, 20, 1982.4671, 343.40
1982, 6, 27, 1982.4863, 343.28
1982, 7, 4, 1982.5055, 342.91
1982, 7, 11, 1982.5247, 342.27
1982, 7, 18, 1982.5438, 342.09
1982, 7, 25, 1982.5630, 341.76
1982, 8, 1, 1982.5822, 341.06
1982, 8, 8, 1982.6014, 340.60
1982, 8, 15, 1982.6205, 340.43
1982, 8, 22, 1982.6397, 339.15
1982, 8, 29, 1982.6589, 338.88
1982, 9, 5, 1982.6781, 338.74
1982, 9, 12, 1982.6973, 338.96
1982, 9, 19, 1982.7164, 337.24
1982, 9, 26, 1982.7356, 337.51
1982, 10, 3, 1982.7548, 337.81
1982, 10, 10, 1982.7740, 337.96
1982, 10, 17, 1982.7932, 338.25
1982, 10, 24, 1982.8123, 339.22
1982, 10, 31, 1982.8315, 339.02
1982, 11, 7, 1982.8507, 339.26
1982, 11, 14, 1982.8699, 339.56
1982, 11, 21, 1982.8890, 340.37
1982, 11, 28, 1982.9082, 339.82
1982, 12, 5, 1982.9274, 340.57
1982, 12, 12, 1982.9466, 340.81
1982, 12, 19, 1982.9658, 341.35
1982, 12, 26, 1982.9849, 341.42
1983, 1, 2, 1983.0041, 341.69
1983, 1, 9, 1983.0233, 342.18
1983, 1, 16, 1983.0425, 341.44
1983, 1, 23, 1983.0616, 341.72
1983, 1, 30, 1983.0808, 342.08
1983, 2, 6, 1983.1000, 342.78
1983, 2, 13, 1983.1192, 343.05
1983, 2, 20, 1983.1384, 343.03
1983, 2, 27, 1983.1575, 342.71
1983, 3, 6, 1983.1767, 342.63
1983, 3, 13, 1983.1959, 343.74
1983, 3, 20, 1983.2151, 344.93
1983, 3, 27, 1983.2342, 343.74
1983, 4, 3, 1983.2534, 344.74
1983, 4, 10, 1983.2726, 345.03
1983, 4, 17, 1983.2918, 345.60
1983, 4, 24, 1983.3110, 345.82
1983, 5, 1, 1983.3301, 345.64
1983, 5, 8, 1983.3493, 345.94
1983, 5, 15, 1983.3685, 346.36
1983, 5, 22, 1983.3877, 346.07
1983, 5, 29, 1983.4068, 345.95
1983, 6, 5, 1983.4260, 346.09
1983, 6, 12, 1983.4452, 345.73
1983, 6, 19, 1983.4644, 345.39
1983, 6, 26, 1983.4836, 344.96
1983, 7, 3, 1983.5027, 345.02
1983, 7, 10, 1983.5219, 344.31
1983, 7, 17, 1983.5411, 344.10
1983, 7, 24, 1983.5603, 343.39
1983, 7, 31, 1983.5795, 342.75
1983, 8, 7, 1983.5986, -999.99
1983, 8, 14, 1983.6178, 342.06
1983, 8, 21, 1983.6370, 341.89
1983, 8, 28, 1983.6562, 340.95
1983, 9, 4, 1983.6753, 340.34
1983, 9, 11, 1983.6945, 340.23
1983, 9, 18, 1983.7137, 340.29
1983, 9, 25, 1983.7329, 340.39
1983, 10, 2, 1983.7521, 339.98
1983, 10, 9, 1983.7712, 340.20
1983, 10, 16, 1983.7904, 340.82
1983, 10, 23, 1983.8096, 340.67
1983, 10, 30, 1983.8288, 341.07
1983, 11, 6, 1983.8479, 341.37
1983, 11, 13, 1983.8671, 341.66
1983, 11, 20, 1983.8863, 341.71
1983, 11, 27, 1983.9055, 342.24
1983, 12, 4, 1983.9247, 342.48
1983, 12, 11, 1983.9438, 342.74
1983, 12, 18, 1983.9630, 343.43
1983, 12, 25, 1983.9822, 343.63
1984, 1, 1, 1984.0014, 344.09
1984, 1, 8, 1984.0205, 343.78
1984, 1, 15, 1984.0396, 343.98
1984, 1, 22, 1984.0587, 344.39
1984, 1, 29, 1984.0779, 344.59
1984, 2, 5, 1984.0970, 344.86
1984, 2, 12, 1984.1161, 344.67
1984, 2, 19, 1984.1352, 344.98
1984, 2, 26, 1984.1544, 344.91
1984, 3, 4, 1984.1735, 345.23
1984, 3, 11, 1984.1926, 345.52
1984, 3, 18, 1984.2117, 345.66
1984, 3, 25, 1984.2309, 345.76
1984, 4, 1, 1984.2500, -999.99
1984, 4, 8, 1984.2691, -999.99
1984, 4, 15, 1984.2883, -999.99
1984, 4, 22, 1984.3074, -999.99
1984, 4, 29, 1984.3265, 347.60
1984, 5, 6, 1984.3456, 347.36
1984, 5, 13, 1984.3648, 347.86
1984, 5, 20, 1984.3839, 347.53
1984, 5, 27, 1984.4030, 347.51
1984, 6, 3, 1984.4221, 347.07
1984, 6, 10, 1984.4413, 347.36
1984, 6, 17, 1984.4604, 346.97
1984, 6, 24, 1984.4795, 346.50
1984, 7, 1, 1984.4986, 346.21
1984, 7, 8, 1984.5178, 346.07
1984, 7, 15, 1984.5369, 345.35
1984, 7, 22, 1984.5560, 344.89
1984, 7, 29, 1984.5751, 344.74
1984, 8, 5, 1984.5943, 344.35
1984, 8, 12, 1984.6134, 344.12
1984, 8, 19, 1984.6325, 343.05
1984, 8, 26, 1984.6516, 342.12
1984, 9, 2, 1984.6708, 340.88
1984, 9, 9, 1984.6899, 341.10
1984, 9, 16, 1984.7090, 341.87
1984, 9, 23, 1984.7281, 341.24
1984, 9, 30, 1984.7473, 341.90
1984, 10, 7, 1984.7664, 341.16
1984, 10, 14, 1984.7855, 341.99
1984, 10, 21, 1984.8046, 341.91
1984, 10, 28, 1984.8238, 342.06
1984, 11, 4, 1984.8429, 342.60
1984, 11, 11, 1984.8620, 343.08
1984, 11, 18, 1984.8811, 343.53
1984, 11, 25, 1984.9003, 343.48
1984, 12, 2, 1984.9194, -999.99
1984, 12, 9, 1984.9385, 344.64
1984, 12, 16, 1984.9577, 344.93
1984, 12, 23, 1984.9768, 344.70
1984, 12, 30, 1984.9959, 345.24
1985, 1, 6, 1985.0151, 345.30
1985, 1, 13, 1985.0342, 345.18
1985, 1, 20, 1985.0534, 345.18
1985, 1, 27, 1985.0726, 345.62
1985, 2, 3, 1985.0918, 346.01
1985, 2, 10, 1985.1110, 345.72
1985, 2, 17, 1985.1301, 346.49
1985, 2, 24, 1985.1493, 346.72
1985, 3, 3, 1985.1685, 347.21
1985, 3, 10, 1985.1877, 347.57
1985, 3, 17, 1985.2068, 347.92
1985, 3, 24, 1985.2260, 348.34
1985, 3, 31, 1985.2452, 348.23
1985, 4, 7, 1985.2644, 348.24
1985, 4, 14, 1985.2836, 347.94
1985, 4, 21, 1985.3027, 348.69
1985, 4, 28, 1985.3219, 348.96
1985, 5, 5, 1985.3411, 349.24
1985, 5, 12, 1985.3603, 349.10
1985, 5, 19, 1985.3795, 349.07
1985, 5, 26, 1985.3986, 348.91
1985, 6, 2, 1985.4178, 348.86
1985, 6, 9, 1985.4370, 348.55
1985, 6, 16, 1985.4562, 348.37
1985, 6, 23, 1985.4753, 347.79
1985, 6, 30, 1985.4945, 347.24
1985, 7, 7, 1985.5137, 347.10
1985, 7, 14, 1985.5329, 346.89
1985, 7, 21, 1985.5521, 346.47
1985, 7, 28, 1985.5712, 345.86
1985, 8, 4, 1985.5904, 345.33
1985, 8, 11, 1985.6096, 344.23
1985, 8, 18, 1985.6288, 344.61
1985, 8, 25, 1985.6479, 344.76
1985, 9, 1, 1985.6671, 344.14
1985, 9, 8, 1985.6863, 343.61
1985, 9, 15, 1985.7055, 343.38
1985, 9, 22, 1985.7247, 342.29
1985, 9, 29, 1985.7438, 342.34
1985, 10, 6, 1985.7630, 342.92
1985, 10, 13, 1985.7822, 342.95
1985, 10, 20, 1985.8014, 343.48
1985, 10, 27, 1985.8205, 343.75
1985, 11, 3, 1985.8397, 343.76
1985, 11, 10, 1985.8589, 344.36
